TYC1,TYC2,TYC3,VTmag,HIP,RA(ICRS),DE(ICRS),recno
2622,1555,1,13.288,,274.3976825,30.48702194,607995
2624,2203,1,13.564,,278.14753583,30.35410278,608654
2625,255,1,13.131,,271.21678111,32.28317972,608744
2626,1550,1,13.17,,273.71356056,33.48130917,609225
2627,1300,1,13.153,,274.8865625,33.24513806,609504
2628,903,1,13.204,,278.16066806,33.1901975,609823
2628,1156,1,13.31,,278.87680389,33.71258694,609869
2629,1645,1,13.077,,272.05271778,33.99521944,610195
2629,1651,1,13.267,,271.28989194,34.17392667,610198
2629,1891,1,13.139,,271.97752639,35.23040528,610246
2630,926,1,13.396,,272.45355306,33.98715417,610506
2630,983,1,13.081,,273.3262925,33.91400528,610518
2631,187,1,13.744,,275.86936361,35.31777306,610656
2631,240,1,13.099,,275.87977611,34.20779278,610668
2631,562,1,13.445,,274.88838694,34.84016111,610726
2632,141,1,13.417,,278.18887083,34.07983194,610990
2632,925,1,13.165,,277.54949028,34.97400444,611159
2633,984,1,13.255,,271.17353667,36.72681306,611415
2633,1353,1,13.611,,272.22302972,37.11871194,611465
2635,149,1,13.21,,276.06517444,35.78129556,611888
2635,271,1,13.149,,276.31497333,36.00205722,611919
2635,1275,1,13.454,,276.23246667,36.12267056,612110
2636,389,1,13.162,,278.33883861,35.91532694,612218
2638,828,1,13.315,,282.60267806,31.62564694,612980
2638,1360,1,13.159,,281.82427111,31.70526611,613081
2639,16,1,13.17,,283.79189306,31.87255889,613307
2639,73,1,13.148,,283.50162611,31.81905833,613319
2639,2080,1,13.563,,285.17158806,30.44282556,613682
2639,2143,1,13.199,,284.97307139,31.58543056,613700
2640,911,1,13.228,,287.28343278,31.61264944,614021
2640,2192,1,13.39,,285.84179917,30.90202611,614291
2641,2260,1,13.09,,280.17113556,32.25908361,614738
2642,2501,1,13.234,,281.25463722,32.07265444,615161
2643,1172,1,13.111,,283.91924056,32.0386,615367
2643,1318,1,13.099,,284.05923639,31.88814111,615383
2643,1373,1,13.153,,283.91722222,32.83115806,615392
2643,1627,1,13.326,,283.78468417,32.48368861,615425
2643,1907,1,13.409,,284.47521917,32.44277917,615454
2643,2402,1,13.065,,285.29896028,33.22241056,615524
2643,2516,1,13.104,,285.56647694,33.35003389,615543
2643,2670,1,13.432,,285.2017775,32.7490175,615574
2643,2912,1,13.139,,285.26704194,33.008115,615628
2644,989,1,13.453,,287.50372806,31.90280583,615942
2644,1162,1,13.1,,287.84536222,32.631235,615975
2644,1516,1,13.444,,285.86039583,32.37139861,616048
2644,2002,1,13.435,,287.40071,32.865745,616154
2646,2227,1,13.209,,283.42922389,34.01641944,617007
2647,1940,1,13.13,,284.46259694,34.20801917,617409
2647,1993,1,13.072,,285.49922639,33.98485972,617419
2648,451,1,13.084,,286.0965975,34.80220444,617700
2648,1362,1,13.16,,287.89065556,34.24861139,617937
2650,1214,1,13.267,,281.75002,36.75163583,618642
2651,1185,1,13.069,,284.93445639,36.4138325,618985
2651,1709,1,13.148,,283.90015389,35.90716222,619080
2651,2406,1,13.103,,285.13990444,35.80563694,619208
2653,660,1,13.188,,288.82890083,30.71446,619803
2653,806,1,13.067,,290.04444278,31.07788972,619835
2653,1876,1,13.077,,288.29950889,31.41808444,620068
2653,2074,1,13.257,,288.76913389,30.33358806,620105
2654,145,1,13.067,,290.68937917,31.70916028,620295
2654,176,1,13.222,,291.74246194,30.35178361,620306
2654,278,1,13.156,,291.70676028,30.04601722,620332
2654,419,1,13.149,,291.09910778,30.26201806,620368
2654,432,1,13.105,,290.413295,30.85685917,620374
2654,1621,1,13.375,,292.39433056,31.69738861,620681
2654,2370,1,13.069,,290.91432194,30.54209972,620870
2654,2657,1,13.19,,290.67418972,31.04686972,620934
2655,211,1,13.061,,292.8227725,31.75256806,621068
2655,2690,1,13.421,,293.78265833,31.31637667,621632
2655,4064,1,13.121,,293.28670833,30.27915028,621913
2656,1082,1,13.106,,296.49628389,30.59095667,622104
2656,1725,1,13.381,,295.62339528,31.58283333,622204
2656,1770,1,13.234,,295.50096222,30.73723472,622211
2656,2747,1,13.264,,295.62312,31.31063972,622396
2656,2837,1,13.258,,295.40496861,31.20829028,622421
2656,3518,1,13.95,,295.53088222,30.29327972,622534
2656,4267,1,13.356,,295.83576111,30.92542306,622674
2656,4558,1,13.534,,296.61241194,30.15777472,622739
2657,214,1,13.103,,289.24956389,33.399,622933
2657,779,1,13.11,,289.62445611,33.60766083,623056
2657,1301,1,13.689,,290.10949611,32.39135111,623173
2657,1669,1,14.123,,289.00609111,33.04547278,623248
2657,1742,1,13.315,,290.11009639,32.40328944,623267
2657,2254,1,13.474,,289.97742972,32.50190444,623358
2658,771,1,13.23,,291.38611444,33.35418111,623753
2659,832,1,13.346,,293.84871778,33.27135444,624468
2659,2774,1,14.11,,293.39752028,33.53727611,624945
2660,124,1,13.178,,296.91904806,33.46415222,625004
2660,2303,1,13.139,,295.5982575,33.315835,625420
2660,3281,1,13.1,,295.58892,32.65190694,625587
2661,61,1,13.237,,289.03167444,34.43965556,625784
2661,154,1,13.327,,288.66407944,35.2373475,625800
2661,1226,1,13.146,,289.44966389,35.08636444,626024
2662,554,1,13.157,,290.297735,33.98959417,626672
2662,1442,1,13.169,,290.89798472,33.84842333,626815
2662,2231,1,13.248,,291.0152375,35.26093778,626939
2662,2274,1,13.077,,291.48665833,34.46614639,626947
2663,84,1,13.144,,293.66581778,34.97004361,627071
2663,902,1,13.13,,294.32116694,33.89829083,627538
2664,441,1,13.06,,295.36045111,34.13607972,627920
2664,475,1,13.291,,296.97157417,34.36452611,627933
2664,640,1,14.183,,296.833775,33.8086325,628025
2664,1246,1,13.084,,296.27527139,34.53238194,628319
2664,1291,1,13.871,,296.70182556,35.52239472,628338
2667,25,1,13.069,,293.03463,36.64384667,629482
2667,775,1,13.063,,292.77547472,36.10017083,629973
2668,1006,1,13.276,,295.21859,36.47527611,630654
2669,32,1,13.179,,298.47491028,31.87491278,630672
2669,652,1,13.124,,297.68873611,31.82212528,630789
2669,875,1,13.122,,298.23261944,30.95683778,630840
2669,923,1,13.271,,298.5792175,30.92190278,630848
2669,936,1,13.452,,297.13959889,31.86158167,630852
2669,1020,1,13.737,,299.09494194,31.77112722,630865
2669,1963,1,13.068,,297.59189222,30.02221611,631025
2669,2236,1,13.15,,299.03746389,30.20981472,631066
2669,2584,1,13.087,,297.59809972,30.85537611,631129
2669,3438,1,13.212,,297.19455806,30.45723556,631279
2669,4078,1,13.219,,298.18124611,30.35114917,631384
2670,701,1,13.738,,300.35073139,31.54044194,631646
2670,749,1,13.098,,299.92231472,31.45471472,631654
2670,772,1,13.157,,299.28824056,31.86476111,631657
2670,828,1,13.598,,300.4551525,30.7064475,631666
2670,1124,1,13.185,,299.55126694,31.68985639,631709
2670,1742,1,13.119,,300.62614444,31.3790175,631823
2670,3671,1,13.853,,300.0748075,30.34662972,632095
2670,4286,1,13.166,,300.336755,30.80248889,632199
2671,470,1,13.107,,302.21688194,31.59422583,632374
2671,966,1,13.952,,301.71466694,30.99103444,632518
2671,989,1,13.224,,301.91322472,30.00181944,632525
2671,1276,1,13.07,,303.06298111,31.54812806,632588
2671,1739,1,13.459,,301.97587861,30.49803722,632722
2671,2305,1,13.174,,303.20114444,30.96377556,632879
2672,61,1,13.51,,304.003305,31.79050111,632940
2672,83,1,13.091,,304.01777556,30.52175389,632944
2672,457,1,13.156,,303.8743525,30.55780917,633034
2672,1909,1,13.498,,305.44461472,30.30390056,633420
2673,310,1,13.57,,299.013895,33.67503556,633704
2673,324,1,13.647,,297.59751222,33.23774056,633713
2673,1770,1,13.98,,298.94177944,32.25673083,633926
2673,3165,1,13.17,,297.77205139,32.89168583,634141
2673,3175,1,13.094,,297.67857194,32.72320667,634143
2673,3456,1,13.676,,298.88738778,32.0322525,634199
2673,3846,1,13.146,,297.901885,32.59515056,634260
2673,3960,1,13.301,,298.30316222,32.64548639,634271
2674,2454,1,13.358,,299.83082194,33.38258528,634697
2674,4312,1,13.522,,299.52422056,33.28991444,634967
2674,4783,1,13.433,,301.00674806,32.44573278,635048
2674,5023,1,13.625,,300.15498528,33.28672833,635077
2675,141,1,13.127,,302.4168,32.77748972,635241
2675,315,1,13.145,,301.69611889,32.86560167,635270
2675,432,1,13.466,,302.20885806,33.53916889,635293
2675,611,1,13.168,,301.947015,32.8001425,635327
2675,839,1,13.072,,302.73275833,32.32805889,635371
2675,944,1,13.154,,301.8242125,33.45590389,635387
2675,2543,1,13.105,,302.39322833,31.93218083,635723
2676,378,1,13.723,,303.90745306,32.06528528,635965
2676,697,1,13.196,,305.35192861,33.33478083,636050
2677,1141,1,13.285,,297.89185944,34.69201333,636962
2677,1820,1,13.17,,298.53740889,34.33911583,637060
2677,1824,1,13.393,,297.31550417,34.88331111,637062
2678,2416,1,13.795,,301.23651639,34.21920056,637716
2679,2892,1,13.172,,302.83197389,34.42742222,638466
2680,773,1,13.106,,304.07504417,34.75670167,638718
2681,1598,1,13.113,,298.81199111,37.31063028,639685
2681,2179,1,13.161,,298.35872028,35.84667278,639696
2681,3103,1,13.159,,297.41427417,35.69428056,639710
2682,2647,1,13.318,,300.67482611,37.0381425,640179
2682,3795,1,13.19,,301.16039444,36.88753583,640364
2683,2091,1,13.432,,303.05161417,37.20510889,640835
2683,2436,1,13.126,,302.91397167,36.24876417,640925
2683,3818,1,13.941,,303.50887306,36.32566861,641197
2684,1903,1,13.252,,304.31369833,36.54235194,641717
2685,860,1,13.322,,307.51203611,31.63613528,642005
2685,1044,1,13.138,,306.33714472,31.14866083,642055
2685,1801,1,13.305,,307.05522361,31.62189806,642264
2686,712,1,13.385,,308.26783,30.39574056,642514
2686,1118,1,13.081,,308.36647222,30.94326722,642617
2686,1488,1,13.171,,308.94057361,30.59255278,642717
2687,115,1,13.162,,312.10615722,31.69773111,642824
2687,611,1,13.122,,312.12455361,30.14956028,642935
2687,1774,1,13.142,,312.14844444,30.58215444,643189
2687,2022,1,13.155,,312.61142361,30.49950806,643232
2688,2487,1,13.06,,313.15746222,31.26241972,643844
2688,2817,1,13.063,,314.16618528,30.49544833,643903
2688,2827,1,13.318,,314.38809417,30.08186944,643906
2688,2828,1,13.184,,314.40212333,30.08151056,643907
2689,507,1,13.124,,306.05079611,32.38292139,644194
2689,1934,1,13.062,,307.36400028,32.13227944,644629
2690,447,1,13.444,,309.80515361,32.45984333,644753
2690,849,1,13.788,,308.83553278,33.22244694,644861
2691,1405,1,14.491,,311.34229556,33.52591722,645383
2691,3120,1,13.171,,312.1498825,32.01582361,645717
2692,734,1,13.377,,314.03127389,33.36166167,645868
2692,2432,1,13.177,,314.85696889,32.30666444,646143
2692,3653,1,13.315,,313.67587389,32.6458325,646370
2693,693,1,13.106,,306.58281806,33.95813472,646589
2693,872,1,13.266,,307.07473583,34.79987194,646652
2693,1118,1,13.096,,307.03382389,35.03996806,646745
2694,189,1,13.148,,309.14240694,34.95853389,647007
2694,1277,1,13.515,,310.31063389,34.33008389,647273
2694,1979,1,13.171,,309.10967639,34.5494775,647429
2695,1011,1,13.098,,312.02549833,35.38200611,647627
2695,1729,1,13.432,,311.35400333,35.38254722,647767
2695,2105,1,13.297,,311.38254528,35.19685556,647836
2695,2151,1,13.102,,311.60657694,35.1642275,647847
2695,3032,1,13.94,,311.57279111,34.35099722,647996
2695,3655,1,13.064,,311.74540222,33.99853389,648098
2695,4077,1,13.179,,312.48683111,33.77714556,648164
2696,526,1,13.062,,314.29434528,33.80576306,648293
2696,577,1,13.145,,312.83486917,33.95058806,648304
2697,886,1,13.114,,308.15729778,35.62527444,649088
2697,914,1,13.334,,307.18807083,35.74210778,649097
2698,161,1,13.178,,308.60112861,35.95888694,649407
2698,475,1,13.207,,310.12371028,37.24796417,649520
2698,790,1,13.209,,308.68660583,36.02637472,649613
2698,1637,1,13.273,,308.74985,36.16348611,649862
2699,1079,1,13.11,,310.666515,37.36642694,650091
2699,2733,1,13.063,,311.54745306,35.86466222,650421
2700,3709,1,13.578,,313.31137444,36.18665444,651198
2701,2038,1,13.23,,315.00572583,30.88418889,651654
2702,127,1,13.306,,318.94866889,30.04819556,651797
2702,1233,1,13.218,,317.68892583,31.83161028,651979
2702,1323,1,13.134,,317.93371444,31.34223111,651998
2702,1978,1,13.099,,317.39877444,30.60018722,652123
2702,2391,1,13.095,,317.8427975,31.53845944,652200
2702,2714,1,13.07,,319.09754611,30.42438972,652255
2703,559,1,13.483,,320.2016775,31.28551139,652391
2703,1172,1,13.336,,321.34577139,31.35976889,652522
2703,1618,1,13.099,,320.18874889,30.65356083,652634
2704,770,1,13.09,,322.91848667,30.50426111,652768
2704,2339,1,13.183,,321.89722167,30.31290889,652984
2705,544,1,13.07,,315.74766806,33.5423425,653170
2705,1292,1,13.878,,316.22068528,32.4960475,653265
2705,2121,1,13.156,,315.17546194,32.86860472,653384
2705,3304,1,13.131,,315.01202833,32.08693472,653577
2705,4363,1,13.219,,316.7116025,32.24502167,653644
2706,40,1,13.543,,318.36777611,33.41061528,653655
2706,269,1,13.502,,317.77216917,33.56308972,653714
2706,2295,1,13.069,,317.90514278,32.74206,654008
2706,2729,1,13.324,,319.03250694,32.2508375,654080
2706,3730,1,13.069,,317.28040722,31.93887333,654240
2707,1616,1,13.447,,319.81471472,33.01377444,654566
2707,2188,1,13.114,,321.70567944,32.55758861,654683
2708,1601,1,13.132,,323.76979972,33.47692833,654962
2709,2195,1,13.201,,315.50035278,35.43756806,655640
2709,2261,1,13.082,,315.06114833,35.14781111,655655
2710,1174,1,13.123,,318.34201111,35.57307083,656072
2710,1845,1,13.204,,318.53069944,34.58255833,656230
2710,2011,1,13.131,,318.12205861,34.77175361,656264
2711,531,1,13.176,,319.91333917,35.27735583,656525
2711,534,1,13.074,,319.61982861,34.86486917,656527
2711,687,1,13.294,,320.05081278,34.78875556,656567
2711,1285,1,13.14,,320.72289028,33.99318056,656656
2711,2198,1,13.127,,320.86026806,34.22771806,656762
2711,3281,1,13.143,,320.51162778,34.60016028,656920
2712,946,1,13.143,,321.96028028,34.80136,657069
2712,1327,1,13.167,,322.57449167,35.17373833,657137
2712,1873,1,13.397,,323.62282194,34.08199889,657241
2712,2107,1,13.392,,323.69192306,34.42926583,657286
2712,2267,1,13.319,,323.06723806,34.91323528,657318
2712,2460,1,13.346,,322.54768778,33.79433472,657343
2713,261,1,13.101,,316.96800917,35.75706889,657427
2714,794,1,13.156,,319.06257944,36.72541917,658145
2715,415,1,13.213,,320.41634861,36.84139833,658680
2715,538,1,13.42,,319.92636972,35.839245,658709
2715,592,1,13.08,,319.81927611,36.09154556,658727
2715,1718,1,13.417,,320.89099167,35.93250083,658901
2715,3982,1,13.454,,319.69814444,36.10343972,659137
2716,1379,1,13.234,,321.76037222,36.54698444,659345
2718,1931,1,13.354,,327.33637889,30.86321722,660214
2720,850,1,13.126,,332.23291056,31.02655944,660715
2721,1389,1,13.174,,325.26969778,33.45032833,661102
2721,1571,1,13.102,,325.46650556,33.36164472,661124
2721,1687,1,13.528,,325.41268806,33.59504972,661146
2722,291,1,13.451,,327.00663667,32.42507722,661299
2722,424,1,13.507,,327.48868583,33.13539694,661318
2722,902,1,13.559,,326.68631722,33.15413833,661378
2722,2160,1,13.064,,328.22855389,33.21697333,661556
2723,167,1,13.515,,329.91529389,33.24696,661623
2724,1672,1,13.304,,331.4448525,33.11349111,662206
2725,827,1,13.267,,326.16444694,33.97608694,662452
2725,830,1,13.202,,324.39404889,35.0471575,662454
2725,863,1,13.184,,326.08882194,34.66148667,662459
2725,1467,1,13.286,,324.90661167,33.99246444,662576
2725,2187,1,13.145,,326.06311806,34.71154333,662701
2726,735,1,13.493,,327.02613833,34.71286,662844
2726,744,1,13.15,,326.53116583,34.60523389,662846
2726,1066,1,13.653,,327.78307333,35.09993917,662893
2726,1884,1,13.159,,328.42277917,34.8361175,663005
2726,2290,1,13.307,,326.88418583,35.55009556,663074
2727,1066,1,13.064,,330.54831,34.88345472,663242
2728,505,1,13.095,,331.65080556,35.28041389,663520
2728,1064,1,13.117,,330.81143611,34.10962444,663606
2728,1728,1,13.383,,332.32645222,33.93801472,663715
2728,1747,1,13.087,,331.8889475,34.46266278,663718
2729,1634,1,13.075,,324.33271556,35.8846675,664046
2729,1996,1,13.137,,325.56811944,36.00051778,664121
2733,185,1,13.428,,333.73338083,31.26054111,665272
2733,1373,1,13.111,,334.49445917,30.59302389,665472
2733,1661,1,13.148,,334.14855889,30.03922028,665520
2734,157,1,13.645,,336.30312444,31.65395139,665588
2734,1483,1,13.238,,337.21501944,31.40290667,665781
2734,1757,1,13.138,,337.13564639,31.84558083,665811
2735,290,1,13.516,,337.71898889,30.66181472,665933
2737,608,1,13.219,,334.37392722,32.22831806,666563
2737,628,1,13.21,,333.89730778,32.34425083,666567
2737,1667,1,13.13,,334.25607722,33.02627778,666730
2737,1741,1,13.215,,333.31547611,32.5258925,666742
2737,1747,1,13.073,,334.11309389,32.63209139,666744
2737,1822,1,13.216,,334.65292556,32.56815389,666755
2738,234,1,13.258,,335.46747139,33.18504556,666831
2738,237,1,13.15,,336.45185639,31.96981528,666832
2738,2497,1,13.151,,337.31480306,32.32129917,667115
2739,731,1,13.153,,338.77016333,33.34217667,667229
2739,882,1,13.267,,338.01665167,33.03413694,667248
2739,997,1,13.113,,338.41225056,33.37938472,667263
2739,1696,1,13.257,,337.57847778,32.41960472,667373
2739,1818,1,13.326,,339.56638944,31.90732944,667390
2740,149,1,13.214,,341.62788722,33.73262611,667449
2740,536,1,13.184,,341.80310278,32.64273528,667507
2740,622,1,13.175,,341.42541861,32.41471639,667523
2741,301,1,13.188,,333.96579278,35.35276028,667745
2741,342,1,13.654,,334.19023,35.24775111,667749
2741,1380,1,13.065,,333.82607056,35.19281028,667852
2741,1934,1,13.159,,334.53583,33.92555889,667908
2741,1974,1,13.276,,333.8565125,34.2418175,667914
2742,856,1,13.148,,336.46208917,34.15260778,668167
2743,106,1,13.341,,338.10502306,34.09912111,668381
2743,523,1,13.07,,337.65356167,35.21130861,668427
2743,814,1,13.147,,339.71617222,34.09672667,668466
2743,1978,1,13.082,,338.73115694,34.51905111,668616
2743,2160,1,13.498,,338.60414833,34.42975778,668642
2744,356,1,13.152,,341.30268389,35.53517056,668726
2744,396,1,13.487,,341.10491389,35.17035722,668731
2744,535,1,13.407,,341.39171639,33.87731222,668750
2744,1380,1,13.098,,339.98117222,34.62143222,668876
2744,1518,1,13.384,,340.88191083,34.13836333,668899
2744,1528,1,13.324,,340.96673167,34.48593833,668902
2744,1773,1,13.138,,341.05840222,34.9955475,668934
2744,2576,1,13.118,,341.82491389,33.9785125,669003
2745,2556,1,13.093,,333.472285,35.68404806,669230
2745,2611,1,13.144,,333.67005833,36.79839972,669244
2745,2612,1,13.101,,333.26328806,35.82488583,669245
2746,2345,1,13.09,,337.34943139,36.84794556,669613
2747,673,1,13.47,,338.84418194,37.35907639,669710
2748,2099,1,13.847,,341.78937056,37.3940175,670158
2749,1163,1,13.102,,343.97476917,30.23074139,670310
2749,1646,1,13.184,,343.01301194,31.21013639,670350
2749,2016,1,13.153,,342.81694417,31.15591806,670383
3267,84,1,13.138,,14.83963667,48.1125825,821062
2750,906,1,13.062,,344.34635056,31.009255,670567
2750,1596,1,13.244,,344.36382139,30.8553225,670634
2753,2001,1,13.318,,342.02835944,32.14094639,671297
2754,1365,1,13.666,,344.67928944,32.92986139,671508
2755,2194,1,13.058,,347.6580225,32.02044694,671830
2756,834,1,13.112,,350.76836444,31.90095944,671938
2757,184,1,13.223,,343.18046306,35.49005167,672086
2757,505,1,13.127,,343.70217306,33.85511972,672128
2757,1149,1,13.093,,342.51356722,34.6301,672198
2757,1347,1,13.367,,343.59511333,33.85038417,672226
2757,1851,1,13.088,,343.00260167,34.35584444,672286
2758,122,1,13.268,,344.35466444,34.29466639,672351
2759,8,1,13.321,,347.84711417,33.76265917,672576
2759,274,1,13.331,,348.64459833,33.97274111,672600
2760,370,1,13.312,,350.94801806,35.32737556,672857
2760,1852,1,13.135,,349.310365,34.508335,673030
2761,1458,1,13.459,,344.08779444,36.48728972,673202
2761,1486,1,13.171,,343.21123861,35.98235,673204
2761,1924,1,13.131,,343.98823778,36.53687111,673256
2761,2043,1,13.086,,342.22790778,35.97765833,673274
2762,28,1,13.175,,345.50762889,36.11377556,673314
2762,1384,1,13.192,,345.90924333,35.94572222,673467
2762,1450,1,13.425,,345.32418694,35.69459389,673476
2763,544,1,13.09,,348.67997972,37.21870806,673618
2763,1274,1,13.144,,348.15599694,36.33223111,673685
2763,1556,1,13.424,,347.46120222,36.04183583,673725
2765,333,1,13.086,,352.68973611,30.41600083,674087
2766,12,1,13.748,,353.71399583,30.08385972,674220
2766,1253,1,13.072,,355.07472056,30.95217361,674347
2767,1011,1,13.311,,356.48322528,31.391695,674492
2768,530,1,13.087,,358.93597472,30.09586639,674655
2771,178,1,13.09,,355.88255778,33.25359028,675173
2772,404,1,13.24,,358.10455278,32.737575,675401
2772,1196,1,13.102,,359.88567194,33.60179111,675498
2774,628,1,13.898,,354.3126325,35.485255,675820
2776,31,1,13.222,,358.67591472,33.82225222,676163
2776,585,1,13.062,,358.93333583,34.85457333,676216
2776,607,1,13.096,,359.51338417,35.32445833,676218
2776,703,1,13.233,,359.95352306,35.28173083,676234
2776,1006,1,13.207,,359.82827083,34.49027139,676263
2777,1211,1,13.27,,351.94807417,36.80209972,676481
2781,845,1,13.151,,1.93756083,39.19732889,677244
2781,1191,1,13.798,,0.487455,38.68041556,677287
2782,512,1,13.14,,3.74223167,39.06405944,677473
2782,1310,1,13.469,,2.67417528,38.76422056,677563
2782,1342,1,13.113,,2.59321306,38.35875806,677569
2783,51,1,13.066,,6.39786833,38.74813778,677685
2783,855,1,13.097,,5.82462,39.0649975,677774
2785,848,1,13.178,,0.66434083,40.59749944,678253
2786,1412,1,13.963,,4.17039194,39.80837417,678603
2786,1492,1,13.083,,3.50322583,40.00648417,678613
2788,2108,1,13.06,,8.09772389,39.51451056,679148
2790,237,1,13.213,,3.83614111,42.9141975,679435
2792,1526,1,13.145,,8.879865,42.42181361,680120
2793,1841,1,13.113,,1.52341417,43.832975,680451
2794,325,1,13.452,,3.36299556,44.13805056,680533
2797,1285,1,13.164,,10.93562694,38.81777722,681630
2799,469,1,13.417,,15.211825,38.97063806,682044
2799,1088,1,13.18,,15.47342583,37.61592083,682173
2799,1172,1,13.157,,16.9831925,37.67438444,682188
2800,134,1,13.072,,17.58577028,38.56799,682305
2800,448,1,13.113,,17.81022917,37.65735417,682364
2800,618,1,13.199,,19.79978861,38.29024167,682390
2801,547,1,13.2,,11.16246472,39.79314083,682630
2801,1224,1,13.309,,11.4084775,40.96062278,682715
2804,32,1,13.132,,19.77574611,39.72067556,683348
2804,1324,1,13.253,,17.73856194,41.22074944,683526
2808,1002,1,13.243,,19.32666333,42.78217361,684474
2808,1358,1,13.602,,18.12615,42.16306389,684514
2811,231,1,13.084,,16.057835,44.17742056,685131
2811,661,1,13.273,,17.28525333,44.14255,685184
2812,294,1,13.129,,18.39143083,43.57416694,685440
2812,984,1,13.51,,18.10622278,43.28687889,685533
2812,1681,1,13.833,,18.31045972,44.56343889,685623
2814,120,1,13.162,,23.48342889,38.27694944,685986
2815,326,1,13.336,,26.73026611,38.53467639,686265
2815,722,1,13.07,,26.42824167,38.14551611,686327
2815,873,1,13.132,,25.54126833,39.04099444,686342
2816,2143,1,13.147,,29.61786417,37.94299806,686843
2817,983,1,13.414,,21.58256306,39.69946806,687018
2818,215,1,13.114,,24.55658583,39.91057194,687170
2818,457,1,13.322,,24.32577333,40.86011611,687200
2818,966,1,13.171,,23.55190417,40.34280861,687261
2818,1319,1,13.06,,24.7203575,39.38239472,687313
2819,700,1,13.297,,26.20322611,40.96761417,687486
2819,1527,1,13.181,,26.63937722,39.49198528,687606
2819,1788,1,13.184,,26.21406,39.91749389,687626
2820,462,1,13.261,,28.17494194,41.11942778,687750
2821,624,1,13.792,,21.347265,42.6407775,688037
2822,72,1,13.121,,24.75167889,41.96148417,688241
2823,1265,1,13.125,,26.75723556,42.19470694,688652
2823,1448,1,13.308,,26.997465,41.52243778,688678
2824,1815,1,13.185,,29.57421556,41.86363611,689029
2825,317,1,13.567,,21.08748083,43.93959667,689112
2825,2368,1,13.355,,22.28771889,43.3256125,689324
2826,1191,1,13.185,,24.82165972,43.90289028,689515
2827,839,1,13.263,,27.12854583,43.93646917,689773
2829,1610,1,13.137,,32.01638139,38.6278,690504
2831,42,1,13.313,,35.4754,38.28561861,690846
2831,376,1,13.244,,35.89665389,38.37895056,690879
2831,476,1,13.335,,36.32560944,37.65701667,690897
2831,1803,1,13.387,,36.36448,39.16085972,691051
2832,170,1,13.174,,38.22446194,38.55055389,691164
2832,359,1,13.189,,39.59415722,37.57146333,691187
2832,2559,1,13.176,,38.61551333,37.95826611,691412
2833,206,1,13.123,,31.39255083,41.0596375,691468
2834,453,1,13.093,,33.55638139,39.49063556,691786
2835,254,1,13.256,,35.26964278,40.6085225,692055
2835,1186,1,13.33,,35.57147472,39.63122222,692206
2835,1278,1,13.273,,35.89248611,40.09084528,692220
2835,1413,1,13.123,,37.03226278,40.22338778,692237
2835,1564,1,13.203,,37.05951556,39.58713722,692261
2836,1559,1,13.219,,37.55188333,39.73228944,692612
2836,1629,1,13.225,,39.01882028,39.4617425,692621
2837,1222,1,13.3,,31.05675083,41.70426333,692843
2837,1636,1,14.021,,31.06524056,41.7494625,692886
2838,780,1,13.468,,33.69758417,41.30187389,693060
2839,1387,1,13.086,,35.9755025,41.89733556,693425
2840,452,1,13.077,,37.94946611,41.73979917,693672
2840,1882,1,13.461,,39.86492639,42.75418778,693930
2841,154,1,13.299,,30.09255,43.35679917,693960
2841,1667,1,13.189,,30.78860528,44.42557944,694164
2842,117,1,13.366,,34.78871639,44.44829667,694249
2842,1113,1,13.264,,34.00344278,44.68120917,694364
2842,1158,1,13.132,,34.26376444,43.84686694,694375
2843,1320,1,13.133,,36.73836944,44.290175,694708
2844,1394,1,13.092,,39.61001611,43.72561056,695105
2846,197,1,13.729,,43.52164222,38.91412972,695594
2846,822,1,13.09,,44.92826639,37.95455278,695719
2847,396,1,13.944,,46.95745556,38.78166722,695880
2848,44,1,13.15,,48.39334722,39.34242333,696068
2848,436,1,13.197,,48.23921083,38.40190583,696158
2851,2010,1,13.096,,46.36735944,40.30256889,697119
2852,2026,1,13.149,,48.75495694,39.87508778,697420
2852,2054,1,13.323,,48.91983361,40.54866361,697424
2852,2252,1,13.087,,49.99798444,40.27975944,697451
2856,1687,1,13.2,,49.61242972,42.61517056,698642
2857,761,1,13.19,,41.17050528,44.46965278,698831
2858,522,1,13.41,,43.60281528,44.35763694,699075
2858,1559,1,13.393,,44.02217611,43.5947975,699232
2858,1642,1,13.323,,43.54357694,44.17345833,699244
2859,1304,1,13.096,,45.29731222,43.76409556,699512
2859,1936,1,13.15,,45.75244278,43.28377583,699588
2861,5,1,13.261,,51.49978139,39.31535667,699900
2861,122,1,13.113,,50.12896028,39.30886222,699918
2862,1256,1,13.24,,53.15438556,38.68406306,700273
2863,138,1,13.278,,56.36221917,37.70738083,700398
2866,263,1,13.54,,53.80195722,40.31379,701102
2869,1264,1,13.09,,51.51794111,42.28181389,701885
2869,2603,1,13.224,,50.24408861,41.63231278,702008
2870,1131,1,13.113,,53.75519861,42.34000722,702181
2875,1312,1,13.068,,56.39824472,44.38336861,703533
2883,1541,1,13.254,,65.72069111,39.39904,704932
2883,1860,1,13.088,,65.40186556,39.81455611,704960
2889,7,1,13.426,,61.19770361,44.6219975,706148
2890,2043,1,13.154,,63.1091075,44.35429194,706642
2895,124,1,13.306,,75.78357861,39.21481917,707572
2895,2879,1,13.522,,77.3293875,37.66141833,707858
