TYC1,TYC2,TYC3,VTmag,HIP,RA(ICRS),DE(ICRS),recno
23,862,1,12.458,,19.06619,4.32442361,3895
23,870,1,11.161,,18.33809694,3.99339806,3897
23,885,1,11.796,,18.373795,4.10298361,3899
23,890,1,11.223,,19.27798778,4.67314333,3900
23,900,1,11.048,,19.2365725,4.25621167,3901
23,903,1,11.213,,19.28861194,4.83270639,3902
23,904,1,11.245,,18.27457722,3.61568083,3903
23,922,1,12.012,,17.54452861,4.13128194,3905
23,966,1,11.214,,19.75666889,3.94619167,3907
23,974,1,12.151,,18.96686722,4.95368722,3908
23,979,1,11.699,,17.79506806,3.74122667,3910
23,985,1,11.298,,19.61185833,3.69259944,3911
23,987,1,11.374,,19.34585611,4.69760639,3912
23,994,1,11.12,,19.65081194,4.43468722,3913
23,995,1,11.049,,18.67089278,4.59166778,3914
23,1009,1,11.474,,19.67567306,4.17952139,3917
23,1019,1,11.641,,18.52861528,3.63285333,3918
23,1022,1,11.537,,18.31371278,4.39769861,3919
23,1025,2,11.666,,17.7230125,3.73332139,3920
23,1038,1,11.464,,18.40542583,4.28833778,3922
23,1080,1,12.391,,18.85047361,4.18541778,3924
23,1089,1,11.984,,18.52695861,3.79686944,3925
23,1095,1,11.692,,18.58206056,3.62015917,3926
23,1110,1,12.57,,18.55064278,3.65504111,3927
23,1140,1,11.819,,18.29860861,3.5357375,3930
23,1161,1,11.854,,19.7690425,3.52780667,3933
23,1170,1,11.231,,17.98429139,4.74751861,3934
23,1176,1,11.813,,18.50853778,4.87616472,3935
23,1178,1,11.861,,19.9365075,4.59072528,3936
23,1191,1,11.586,,18.53816389,3.52128444,3939
23,1198,1,12.461,,18.58321056,3.57575917,3940
23,1206,1,12.195,,17.60622,4.06249639,3942
23,1256,1,11.907,,18.95060889,3.3017,3944
23,1265,1,11.571,,18.83617361,3.08515111,3945
23,1339,1,11.036,,19.02195389,2.99693111,3947
23,1369,1,11.517,,18.29829278,3.46743389,3949
24,8,1,11.607,,22.37637028,2.72018528,3951
24,34,1,12.024,,20.9329,2.73267528,3954
24,40,1,11.096,,22.06650306,2.66490583,3955
24,42,1,11.359,,20.89779472,2.65954694,3956
24,54,1,11.948,,21.74020583,2.6453575,3957
24,60,1,11.18,,22.03268694,2.64545417,3959
24,63,1,11.42,,20.14011222,2.76299083,3960
24,70,1,11.764,,20.20536917,2.76723472,3961
24,87,1,11.455,,21.50549306,2.78756444,3963
24,101,1,11.615,,20.08388056,2.79484722,3964
24,105,1,11.113,,20.01636778,2.59695028,3965
24,125,1,12.851,,21.45228222,2.5878575,3968
24,128,1,11.922,,21.63554028,2.83356556,3969
24,129,1,11.319,,21.10103111,2.576645,3970
24,133,1,11.903,,21.6273225,2.8401275,3971
24,139,1,12.108,,21.01329806,2.8402125,3972
24,153,1,11.023,,21.09036194,2.54584722,3973
24,171,1,11.459,,20.72971222,2.529275,3976
24,175,1,11.539,,21.85519556,2.52747361,3977
24,199,1,11.72,,21.30968861,2.88593444,3979
24,220,1,12.105,,20.55428722,2.92601778,3981
24,221,1,11.385,,21.901705,2.92805528,3982
24,236,1,11.195,,20.91097083,2.96103917,3983
24,252,1,11.013,,20.06528778,2.99802472,3984
24,269,1,11.513,,20.86837361,3.03269444,3986
24,281,1,12.711,,22.15694972,3.08341722,3987
24,286,1,12.134,,21.77138833,3.07236,3988
24,293,1,11.862,,21.42106139,3.06102889,3989
24,296,1,12.038,,21.19482833,3.09011778,3990
24,323,1,11.018,,20.18133028,3.16052083,3992
24,329,1,11.775,,20.39926972,3.17191056,3993
24,354,1,11.715,,22.42602889,3.23786861,3996
24,374,1,11.778,,22.46072194,3.28615806,3998
24,393,1,11.163,,22.123955,3.31062278,4000
24,394,1,11.462,,20.56603083,3.30682472,4001
24,407,1,11.682,,21.52810278,3.37223361,4004
24,432,1,11.397,,22.01006583,4.51514139,4007
24,442,1,12.519,,20.14362306,4.45116306,4009
24,471,1,12.994,,20.24611389,4.67725806,4011
24,474,1,11.353,,22.06289917,4.33359278,4012
24,477,1,11.253,,20.1845575,4.68539472,4013
24,492,1,11.727,,21.0018825,4.78129194,4014
24,499,1,11.796,,20.18140333,4.33398528,4015
24,508,1,11.72,,20.85920417,4.12264472,4016
24,539,1,11.107,,20.501555,3.65984639,4018
24,561,1,11.732,,21.89433611,4.49505639,4021
24,589,1,11.681,,21.55506833,4.528665,4022
24,603,1,11.269,,20.71898639,4.40601056,4023
24,617,1,11.451,,21.53960611,3.59366583,4025
24,627,1,11.159,,21.38151833,3.91184417,4026
24,646,1,11.625,,21.08280306,4.22757361,4028
24,656,1,12.314,,22.35926194,4.74987139,4031
24,668,1,11.506,,20.93112639,4.90588333,4032
24,678,1,11.257,,20.94666861,4.44952306,4033
24,685,1,11.512,,20.62345444,3.9146425,4034
24,690,1,11.889,,20.32673361,4.82658444,4035
24,691,2,11.136,,20.71953556,3.72615611,4036
24,692,1,12.051,,21.48150222,3.94937333,4037
24,695,1,11.827,,21.74047389,4.69505333,4038
24,723,1,12.187,,21.92292472,4.54729194,4042
24,727,1,11.358,,20.12688222,4.31455194,4043
24,752,1,11.914,,20.04718833,4.61504639,4044
24,768,1,11.473,,21.40467972,3.91105917,4046
505,1374,1,11.266,,306.97651556,4.85202722,108889
24,802,1,12.292,,20.27126472,4.00827667,4049
24,809,1,12.166,,21.58574306,3.92572278,4051
24,811,1,12.247,,20.12419194,4.18239111,4052
24,818,1,11.869,,20.70129111,4.85656639,4053
24,821,1,11.051,,20.64840222,4.81308917,4054
24,835,1,12.127,,20.72264944,4.30136556,4057
24,860,1,12.351,,20.22951889,4.20324278,4059
24,896,1,11.736,,20.82759889,4.09705833,4061
24,901,1,11.657,,22.19029389,4.18016056,4062
24,914,1,12.492,,20.46514722,4.83798611,4063
24,936,1,11.543,,22.19463306,4.16046306,4066
24,970,1,11.7,,20.95470417,4.42884222,4068
24,981,1,11.927,,21.17075889,4.80986278,4069
24,1004,1,11.412,,21.67201111,4.00287083,4070
24,1010,1,11.374,,20.03775833,4.67942722,4071
24,1026,1,12.399,,21.49506333,3.97070083,4073
24,1030,1,11.525,,22.47687389,3.83620333,4074
24,1041,1,12.235,,20.29603389,4.08438694,4075
24,1059,1,11.584,,20.20656028,3.84847611,4077
24,1081,1,11.938,,21.85960417,4.60304694,4081
24,1088,1,11.367,,21.5270525,3.69035806,4082
24,1089,1,11.362,,20.23891083,4.69539556,4083
24,1090,1,12.532,,20.98798806,4.05794167,4084
24,1100,1,11.158,,20.80217278,4.54310111,4085
24,1106,1,11.865,,22.13303111,4.10616444,4088
24,1112,1,11.441,,20.44661417,3.64130361,4089
24,1157,1,11.786,,21.97279389,3.48351694,4093
24,1214,1,11.123,,21.94731083,3.43916139,4098
24,1240,1,11.771,,20.22203056,3.44529306,4099
25,45,1,11.613,,16.30453028,7.39378472,4105
25,55,1,11.643,,15.00318889,7.40039556,4106
25,58,1,11.467,,15.01303472,5.97793444,4107
25,62,1,11.146,,15.09767917,5.38413306,4108
25,68,1,11.988,,15.69606139,6.89291056,4109
25,89,1,11.136,,15.57633639,7.18996861,4112
25,122,1,11.394,,16.12692667,7.38179417,4114
25,131,1,12.337,,15.60757694,7.36746861,4115
25,133,1,11.597,,16.71488917,6.46418167,4116
25,140,1,11.442,,15.21823333,6.88952528,4117
25,152,1,11.877,,16.41034889,6.647505,4119
25,164,1,11.467,,15.78460528,7.4470075,4120
25,168,1,11.447,,16.57555583,5.9477275,4121
25,169,1,11.663,,15.91884167,6.06798694,4122
25,178,1,11.411,,16.44839639,6.02281306,4124
25,212,1,12.176,,15.05114611,7.35744583,4126
25,239,1,11.38,,15.68709056,5.60240917,4129
25,240,1,11.955,,16.61137694,7.10841833,4130
25,243,1,12.108,,15.99733944,7.2350475,4131
25,251,1,11.521,,16.84925,7.06373167,4132
25,254,1,11.696,,16.64365917,6.24959611,4133
25,266,1,11.105,,16.46132472,5.66628556,4134
25,271,1,12.333,,15.91576806,7.31288778,4137
25,276,1,11.907,,17.01206583,6.38877778,4138
25,281,1,12.315,,15.34757944,7.06187194,4139
25,287,1,11.193,,16.33734528,5.71427028,4140
25,293,1,12.018,,16.25452333,6.35502472,4141
25,304,1,11.275,,15.96122333,5.27579972,4142
25,313,1,12.061,,16.10700806,6.61977417,4145
25,325,1,12.347,,15.40227639,5.88324556,4146
25,364,1,12.444,,16.14595972,7.07473694,4150
25,375,1,11.825,,16.39362083,7.19300944,4152
25,405,1,12.267,,16.47943361,7.38623444,4153
25,407,1,11.941,,15.76794972,5.65651333,4154
25,423,1,12.108,,15.63583472,5.43404472,4155
25,438,1,12.362,,16.2256725,7.37081889,4157
25,459,1,12.404,,16.50263889,5.15389389,4158
25,482,1,11.107,,16.73063139,6.06382611,4160
25,492,1,11.025,,16.40760361,6.33947778,4161
25,509,1,11.861,,15.89188361,6.88289917,4163
25,515,1,11.13,,16.4947225,5.76146694,4164
25,516,1,12.0,,15.37268361,7.4170125,4165
25,532,1,11.44,,15.71546139,7.23446278,4167
25,533,1,11.835,,15.81142528,5.78117861,4168
25,545,1,11.051,,16.72245222,6.94988056,4169
25,548,1,11.242,,16.38819333,6.78024556,4170
25,578,1,11.758,,16.3265025,5.07271778,4175
25,587,1,12.502,,15.20768167,5.17715944,4176
25,589,1,12.017,,15.68220278,6.78680889,4177
25,603,1,11.916,,15.07904222,5.47109444,4178
25,609,1,11.412,,15.43963472,5.68497028,4180
25,646,1,11.159,,15.06176778,6.84601667,4183
25,649,1,12.003,,15.88930944,5.66719667,4185
25,657,1,12.104,,15.88097806,5.07890278,4187
25,686,1,12.116,,15.48535333,5.65516111,4190
25,697,1,11.587,,17.0299325,5.73018778,4191
25,701,1,13.118,,15.42939861,5.36223083,4192
25,710,1,11.767,,16.20280917,5.96062667,4195
25,713,1,11.958,,15.73279056,5.53267806,4196
25,739,1,11.301,,16.60627,5.49517333,4199
25,745,1,11.717,,16.04108694,5.50442917,4200
25,746,1,11.617,,16.78920444,5.20216667,4201
25,786,1,11.625,,15.97382722,5.34189861,4205
25,816,1,11.682,,16.37653056,6.53485694,4209
25,818,1,11.504,,15.0510525,6.13670611,4210
25,824,1,11.72,,15.36427556,6.57922278,4212
25,829,1,11.814,,17.03179028,5.99408694,4213
25,846,1,12.2,,15.55911333,6.10892611,4217
25,847,1,11.356,,16.09561417,5.16928111,4218
25,848,1,11.648,,15.91999333,7.13857556,4219
25,850,1,11.986,,16.07314444,6.80851389,4220
25,858,1,11.794,,16.1012,5.43075528,4222
25,864,1,11.552,,16.15603194,6.08773556,4224
25,866,1,11.244,,15.48374389,6.20168778,4225
25,880,1,11.669,,15.22445167,6.38256,4226
25,882,1,11.239,,16.01838528,5.08004306,4227
25,897,1,12.094,,15.69522444,5.3684,4229
25,903,1,11.708,,16.59735722,5.45949861,4230
25,928,1,12.083,,15.82747028,5.85376917,4231
25,930,1,12.494,,15.13878139,6.796315,4232
25,947,1,11.176,,15.47395139,5.00257028,4234
25,951,1,12.115,,15.44994917,5.85976056,4235
25,954,1,12.498,,16.32012333,5.12416528,4236
25,972,1,11.877,,15.7418025,6.48514472,4240
25,974,1,12.371,,16.06963278,6.89775028,4241
25,980,1,11.703,,15.56483611,6.08466111,4242
25,991,1,11.007,,15.73554833,5.05487472,4243
25,1000,1,11.298,,16.46961583,6.01122028,4246
25,1003,1,12.154,,15.09407417,5.01086944,4247
25,1009,1,11.828,,15.85872306,6.65794833,4249
25,1015,1,11.11,,16.48037861,5.47376,4250
25,1019,1,11.581,,15.30569528,5.78185944,4252
25,1050,1,11.756,,15.44840611,5.90666861,4256
25,1077,1,11.521,,15.69218167,6.96166528,4257
25,1094,1,11.512,,15.27855944,5.84800889,4260
25,1167,1,12.119,,17.10530722,5.01506556,4264
25,1201,1,11.772,,17.42567611,6.33629306,4265
25,1229,1,11.723,,17.08107083,6.33027722,4267
25,1230,1,11.251,,17.13585861,5.50423111,4268
25,1249,1,11.485,,17.35458611,5.19913167,4269
25,1257,1,12.103,,17.48701361,6.62106,4270
25,1262,1,12.036,,17.29831528,5.45096417,4271
25,1301,1,11.09,,17.1329975,5.62353639,4275
25,1304,1,11.861,,17.490905,6.49347083,4276
25,1315,1,11.893,,17.12829472,5.08040944,4278
25,1326,1,11.885,,17.40990389,5.19923361,4279
25,1334,1,11.623,,17.40529333,6.68033167,4280
25,1336,1,11.501,,17.31839861,5.54653167,4281
25,1349,1,11.226,,17.07169722,5.01025833,4283
26,9,1,11.415,,18.18960778,7.43739833,4287
26,38,1,11.587,,18.67611139,5.5229675,4289
26,58,1,11.883,,19.88035778,5.69071194,4292
26,119,1,11.322,,19.52890722,7.38492833,4296
26,132,1,11.308,,19.63749667,5.57958278,4297
26,162,1,11.605,,19.28208528,5.24219611,4299
26,173,1,13.461,,19.31009361,7.06760833,4302
26,201,1,12.054,,19.00304111,6.94304806,4306
26,204,1,11.242,,18.79478861,6.63999444,4307
26,218,1,11.909,,18.45841944,5.07414306,4309
26,220,1,11.671,,19.39792472,6.60851889,4310
26,231,1,12.159,,17.80633611,7.39007694,4311
26,243,1,12.219,,18.01132278,7.37357611,4312
26,246,1,11.462,,18.17311806,5.03632972,4313
26,258,1,11.696,,18.59132028,6.58581056,4316
26,274,1,11.425,,18.60293194,5.28764667,4319
26,296,1,11.571,,19.00271833,5.96224333,4322
26,314,1,12.233,,18.03473583,5.56296833,4324
26,316,1,11.568,,19.59456917,5.66434083,4325
26,324,1,12.025,,19.59856222,5.94235194,4326
26,339,1,11.734,,18.90666889,7.44188944,4328
26,357,1,11.874,,19.43926333,6.8902575,4329
26,364,1,11.288,,18.09654778,6.30209972,4330
26,368,1,11.154,,19.27075417,5.68794583,4331
26,422,1,11.695,,17.60418528,5.89996861,4333
26,433,1,12.155,,17.84320667,6.84543444,4334
26,479,1,11.425,,19.35191222,6.83873667,4339
26,491,1,11.767,,18.44621056,7.03031583,4340
26,501,1,11.001,,18.62249389,7.16569472,4341
26,517,1,11.784,,19.90245167,6.81298028,4344
26,520,1,11.642,,19.4968225,5.92491556,4345
26,538,1,12.321,,17.72068806,5.42212722,4346
26,554,1,12.132,,18.53216917,5.29921417,4349
26,576,1,11.804,,18.04822972,5.70821917,4350
26,621,1,11.249,,18.08316278,6.76556556,4353
26,636,1,12.31,,18.58251333,5.6918675,4355
26,643,1,11.88,,18.49781194,7.02481833,4356
26,649,1,11.618,,19.17646583,7.1421475,4358
26,675,1,11.388,,19.27708278,6.77295361,4362
26,676,1,11.439,,19.79346278,6.36925139,4363
26,681,1,11.769,,18.07954361,6.75642667,4365
26,686,1,11.217,,18.91757944,6.02240806,4366
26,708,1,11.489,,18.08474639,5.55427028,4367
26,709,1,11.861,,18.6927025,6.74368167,4368
26,711,1,11.12,,18.66052722,6.73130389,4369
26,744,1,11.617,,19.36582889,5.23652194,4372
26,753,1,11.451,,18.96591833,5.4903925,4374
26,766,1,11.189,,18.09849,5.54958333,4375
26,771,1,12.154,,18.68780806,5.35759417,4376
26,794,1,11.903,,19.55499083,6.52851056,4378
26,796,1,11.597,,17.5620275,5.59644472,4379
26,797,1,11.104,,18.87108583,5.35623778,4380
26,805,1,11.726,,19.41708611,5.13484472,4381
26,816,1,12.062,,19.80940833,5.42100861,4383
26,828,1,11.484,,17.72926556,5.26029028,4385
26,833,1,11.649,,18.39365194,5.08729667,4386
26,857,1,11.615,,19.62568944,6.54707333,4388
26,863,1,11.085,,17.79775972,6.27465,4389
26,880,1,11.214,6069,19.47170583,5.47542417,4390
26,900,1,12.929,,18.29040833,5.79762361,4391
26,912,1,11.241,,19.59900222,5.25576861,4392
26,938,1,11.216,,19.46169556,5.60589722,4393
26,939,1,11.195,,17.67153528,5.46480583,4394
26,947,1,12.241,,18.88641583,6.52934333,4395
26,952,1,11.349,,19.65604417,5.44083139,4396
26,961,1,11.008,,19.95242889,5.12797083,4397
26,1017,1,11.332,,18.21415806,5.4321925,4399
26,1027,1,11.758,,18.80486917,6.21860417,4400
26,1038,1,11.242,,18.81571389,5.84162611,4401
26,1046,1,11.548,,19.4226025,6.59272333,4404
26,1047,1,11.703,,18.13889917,5.81632361,4405
26,1061,1,11.803,,19.00486083,6.38109417,4406
26,1067,1,12.405,,19.32469917,6.030775,4407
26,1079,1,12.441,,19.38634278,6.35595,4408
26,1083,1,11.301,,19.01431,5.93486667,4409
26,1088,1,11.454,,18.31247389,5.30736472,4410
26,1099,1,12.182,,18.96735722,5.59319167,4412
26,1127,1,11.377,,19.85612944,5.77245694,4413
26,1157,1,12.685,,19.09870722,6.24001861,4414
26,1163,1,11.071,,18.56957333,6.23652361,4415
26,1181,1,11.466,,19.87934583,5.96195944,4418
27,2,1,11.787,,21.70745778,5.49975444,4420
27,4,1,11.354,,22.25991028,5.66679361,4421
27,13,1,11.629,,21.20543444,7.45456667,4422
27,36,1,11.434,,21.80555611,5.38141056,4425
27,75,1,11.941,,20.88504556,7.32617222,4427
27,76,1,11.841,,22.15206611,5.2081225,4428
27,78,1,12.216,,21.86200333,5.71884278,4429
27,99,1,12.056,,20.51403972,7.47219056,4431
27,101,1,11.443,,21.5961275,7.25518167,4432
27,111,1,11.906,,22.00138528,7.3842925,4433
27,113,1,11.575,,20.86237056,7.34908,4435
27,140,1,11.776,,20.69082417,5.61615278,4438
27,148,1,12.096,,20.71613056,5.09951833,4440
27,158,1,11.88,,22.24421306,5.56974222,4442
27,168,1,11.65,,22.46321806,5.61225778,4444
27,186,1,12.134,,20.10006944,6.13716389,4447
27,189,1,11.014,,21.7788725,6.8800075,4448
27,198,1,11.326,,21.09161111,5.13360611,4449
27,211,1,11.337,,20.88491472,7.25169389,4450
27,227,1,11.088,,20.74540472,6.86907917,4451
27,234,1,11.429,,21.60259861,6.15160056,4452
27,238,1,11.358,,22.42370056,5.9182875,4453
27,264,1,11.004,,21.94167361,6.08684639,4456
27,265,1,11.266,,20.15755833,6.6113025,4457
27,271,1,11.053,,21.879635,7.39545528,4458
27,296,1,12.779,,20.37113972,5.11821056,4459
27,303,1,11.295,,21.27198167,6.901285,4460
27,339,1,11.111,,20.63040417,7.31319389,4463
27,343,1,12.845,,22.16394472,7.44606806,4464
27,347,1,11.576,,21.98091444,7.20599972,4465
27,352,1,11.675,,21.46801028,5.10597167,4467
27,367,1,11.44,,20.16506333,7.00129917,4468
27,390,1,12.413,,22.23464833,5.05763556,4471
508,32,1,12.354,,304.98003917,6.57390389,109741
27,392,1,11.411,,20.74291167,5.47301306,4472
27,408,1,11.475,,21.1394125,5.76636583,4474
27,414,1,12.243,,20.36195056,5.99845444,4476
27,416,1,12.187,,22.04878833,5.12751972,4477
27,435,1,11.527,,20.52464194,7.15438,4479
27,450,1,12.155,,20.37236028,5.584375,4481
27,471,1,12.169,,22.32256722,6.96043944,4485
27,476,1,11.274,,21.57424333,5.73328528,4487
27,482,1,12.275,,21.3737825,5.511105,4489
27,499,1,11.105,,22.28868972,7.23376222,4491
27,505,1,11.795,,22.03721806,7.02240389,4492
27,518,1,11.39,,22.405965,5.20075194,4494
27,520,1,11.848,,21.01815583,5.22591694,4495
27,555,1,11.65,,20.53916333,6.54211694,4498
27,559,1,11.871,,22.09616972,7.03565528,4499
27,564,1,11.768,,20.07923583,5.9607675,4500
27,577,1,12.176,,22.17439222,6.53133528,4502
27,593,1,11.472,,20.39068583,7.20147111,4504
27,603,1,11.628,,21.67857056,6.79793833,4505
27,615,1,12.813,,21.52997056,6.91728194,4506
27,618,1,11.075,,21.25534528,5.72241083,4507
27,642,1,11.609,,20.45562222,5.232655,4510
27,648,1,11.518,,20.40614056,5.56695111,4512
27,661,1,11.664,,20.44749222,7.02499583,4514
27,665,1,12.027,,22.25935972,7.01929028,4515
27,684,1,11.177,,20.9060275,5.13936,4516
27,688,1,11.242,,21.46045028,6.05792639,4517
27,696,1,11.477,,20.1389625,6.02059528,4519
27,698,1,11.349,,20.63115444,6.06263,4520
27,707,1,12.069,,22.0224575,6.57520333,4522
27,713,1,11.098,,22.30612139,7.23989639,4523
27,717,1,11.516,,20.03510722,6.56431639,4524
27,726,1,11.559,,21.23161611,5.79789889,4526
27,750,1,11.313,,20.00158167,5.25346417,4528
27,782,1,11.58,,21.89949028,5.88057667,4532
27,789,1,11.632,,21.58483222,6.42203056,4533
27,790,1,11.642,,21.53823944,5.61599528,4534
27,799,1,12.759,,20.61669583,7.22189583,4535
27,814,1,11.54,,22.24083111,5.5233175,4537
27,816,1,13.019,,21.23020972,5.72701056,4538
27,831,1,11.046,,20.68352528,7.00893028,4540
27,856,1,11.779,,21.99579861,5.57482222,4542
27,859,1,12.014,,21.23917694,7.02348194,4543
27,862,1,11.463,,21.61614444,5.83133667,4545
27,889,1,11.851,,20.66973667,6.61294111,4548
27,890,1,12.481,,20.66234722,5.90898278,4549
27,908,1,11.835,,21.64848,5.72774528,4550
27,911,1,11.723,,21.48744722,6.45604806,4551
27,914,1,12.048,,21.88758417,5.21336167,4553
27,930,1,11.254,,20.67313361,5.40962694,4555
27,954,1,11.524,,20.906885,5.42224222,4557
27,963,1,11.191,,21.76013444,6.44243056,4558
27,969,1,11.862,,20.58457194,6.43974278,4559
27,979,1,11.512,,21.33008167,6.56505972,4561
27,1003,1,11.266,6323,20.29209222,6.34676833,4563
27,1008,1,12.831,,20.12476389,5.41425111,4564
27,1013,1,11.762,,21.17431944,6.43575833,4565
27,1016,1,11.257,,20.84789667,6.03814778,4566
27,1018,1,11.57,,22.45805444,5.05967222,4567
27,1042,1,11.157,,22.21762472,5.00991083,4569
27,1064,1,11.897,,21.09912861,5.54809667,4570
27,1069,1,11.937,,20.852505,6.52401194,4571
27,1070,1,11.931,,21.08142389,5.03804194,4572
27,1083,1,11.956,,21.19162944,6.52357472,4573
27,1102,1,11.564,,20.8359525,5.16925361,4576
508,58,1,11.737,,305.18840167,6.62092722,109742
27,1108,1,12.434,,20.69317528,5.55216278,4577
27,1109,1,12.712,,20.70122083,7.37026278,4578
27,1131,1,11.733,,22.37493972,6.31070694,4581
27,1136,1,11.686,,21.46762917,5.91883694,4583
27,1139,1,12.604,,21.97249944,6.30006417,4584
27,1141,1,11.382,,21.58223083,6.28224972,4585
27,1145,1,11.627,,22.04301806,7.31766028,4586
27,1147,1,11.768,,20.06793389,6.28011806,4587
27,1160,1,12.006,,20.84384222,5.64792528,4589
27,1161,1,12.523,,20.43806222,6.33822444,4590
27,1174,1,12.134,,20.28064472,5.39590944,4591
27,1198,1,12.009,,20.81440194,5.36201944,4593
27,1204,1,12.519,,21.9893125,5.62262528,4594
27,1303,1,11.684,,21.72074139,6.71459722,4604
27,1318,1,11.7,,21.9727025,6.20324444,4605
27,1327,1,11.681,,21.98171833,6.19716222,4606
28,20,1,12.388,,23.5370275,1.83997861,4609
28,46,1,12.513,,22.76464333,1.82503056,4613
28,53,1,11.128,,23.56005,1.81074056,4614
28,68,1,12.867,,22.7781775,2.33318722,4615
28,90,1,11.924,,23.63543028,1.74017278,4620
28,100,1,11.658,,22.84472417,1.72093,4623
28,107,1,11.509,,23.4057725,2.43866444,4624
28,123,1,11.345,,23.5091875,2.47759639,4628
28,138,1,11.301,,23.44230722,1.91905,4629
28,145,1,11.336,,23.58076472,2.19577917,4631
28,154,1,12.508,,22.97202694,2.02785694,4633
28,162,1,11.29,,22.52288389,1.97917222,4635
28,174,1,12.038,,23.32101306,2.0675575,4636
28,175,1,11.53,,22.82496361,2.09945056,4637
28,195,1,11.714,,23.12521278,0.85310139,4640
28,203,1,11.627,,22.94877861,0.64272778,4641
28,214,1,11.023,,23.74925222,1.67367167,4642
28,219,1,11.814,,23.24237,0.66300972,4643
28,225,1,11.334,,23.25757611,0.68216944,4644
28,261,1,11.159,,23.62184917,0.53050139,4649
28,282,1,11.192,,23.59072333,0.57160556,4650
28,294,1,11.495,,22.74061333,0.59639,4651
28,297,1,11.709,,23.55335472,0.6145425,4652
28,318,1,11.544,,22.56459472,0.95198528,4653
28,329,1,11.077,,23.13220472,0.96257861,4654
28,401,1,11.12,,22.94037056,0.51174472,4657
28,407,1,12.005,,22.72065528,1.02245778,4658
28,420,1,12.199,,22.87163722,1.47599389,4659
28,423,1,11.393,,22.54340333,0.2436375,4660
28,430,1,11.782,,22.81381889,0.25162556,4661
28,438,1,11.99,,23.35424083,1.445575,4662
28,468,1,11.614,,23.5712075,0.32083417,4663
28,470,1,11.274,,22.90949278,0.77140611,4664
28,507,1,11.06,,22.88454333,1.11156,4665
28,508,1,11.629,,23.55697944,0.36002417,4666
28,511,1,11.69,,22.5646675,0.349985,4667
28,515,1,11.772,,23.64902306,0.84346444,4668
28,534,1,11.297,,23.03501056,0.20275667,4671
28,563,1,12.525,,22.75539472,0.18469194,4673
28,607,1,11.46,,23.51160528,1.19574444,4676
28,609,1,11.205,,22.5476,0.14644583,4677
28,626,1,12.624,,23.71959556,1.28219028,4678
28,649,1,11.933,,23.20186361,0.02341917,4680
28,660,1,11.422,,23.42394528,0.04007556,4681
28,680,1,11.442,,24.34313556,0.74125444,4682
28,693,1,11.954,,24.00717444,1.50559389,4683
28,695,1,12.126,,24.70644667,2.3034075,4684
508,60,1,11.147,,304.75928833,6.20077444,109743
28,702,1,11.347,,24.96770667,0.35592417,4686
28,712,1,12.308,,24.75446583,0.00196583,4687
28,718,1,11.955,,24.73348833,0.44948167,4688
28,733,1,11.878,,24.59065917,1.30857306,4690
28,761,1,11.038,,24.29647111,1.63650972,4691
28,784,1,11.38,,24.29187306,0.09877778,4693
28,791,1,11.905,,24.10286667,1.66738583,4694
28,798,1,11.201,,24.27415583,0.81014222,4695
28,829,1,11.955,,24.28247222,2.32207528,4698
28,833,1,11.332,,24.2915,2.02533917,4699
28,836,1,12.123,,24.90041639,0.16558167,4700
28,879,1,11.479,,24.93925778,1.34362333,4703
28,881,1,11.478,,24.33002944,2.42665833,4705
28,882,1,12.053,,24.47206139,0.71211306,4706
28,892,1,13.033,,23.91585556,0.4143325,4708
28,910,1,11.057,,24.96834778,0.08005917,4709
28,914,1,12.067,,24.79713417,0.83891278,4710
28,921,1,11.286,,24.25992056,1.26633694,4711
28,936,1,11.115,,24.68573917,0.83763778,4712
28,959,1,12.2,,24.10918306,1.95652833,4713
28,977,1,11.474,,24.99906389,2.2498175,4714
28,983,1,11.656,,24.41168556,2.17023028,4715
28,1007,1,11.567,,24.70042028,1.14953389,4716
28,1015,1,11.987,,24.23757611,2.43304417,4717
28,1020,1,11.743,,24.84314722,0.21307083,4719
28,1029,1,12.612,,23.99400528,2.04262278,4720
28,1033,1,11.228,,24.31170583,1.51178556,4721
28,1041,1,12.303,,24.73543333,1.15266833,4722
28,1066,1,11.286,,24.40954694,1.6330425,4725
28,1079,1,12.755,,24.85823889,1.48967944,4727
28,1099,1,11.49,,24.55142111,1.12877222,4728
28,1114,1,11.545,,24.75970472,1.51230472,4730
28,1122,1,12.357,,24.58988806,1.05212417,4731
28,1137,1,12.189,,24.15409389,2.00348833,4733
28,1148,1,11.136,,24.42598,1.85259306,4734
28,1173,1,12.0,,24.31241667,0.95450139,4735
28,1211,1,11.388,,24.94692972,2.17980028,4738
28,1216,1,11.46,,24.4766475,0.91436417,4739
28,1246,1,11.68,,24.47931639,1.73115083,4742
28,1252,1,11.851,,24.71501222,0.87522889,4743
29,3,1,13.162,,27.43892028,2.16390861,4744
29,4,1,12.148,,27.44424417,2.07328972,4745
29,7,1,11.997,,27.43816472,1.56174722,4746
29,30,1,11.716,,25.08790722,1.40334111,4747
29,49,1,11.781,,25.35028222,2.01434333,4752
29,55,1,11.975,,25.04480889,2.41591333,4753
29,75,1,12.376,,26.18384472,2.19746889,4754
29,76,1,11.008,,26.68293083,1.51593444,4755
29,122,1,11.996,,25.10779556,2.09851694,4760
29,130,1,11.52,,26.11991639,2.40711917,4762
29,150,1,11.579,,26.78066472,1.25995278,4763
